ApartmentName,Address,AgentName,AgentPhone,AgentEmail,Reviews,ZipCode,CrimeRate,AirQualityIndex,PopulationDensity,Store,Mall,DistanceGroceryStore,DistanceBusStop,DistanceMall,BathroomCount,BedroomCount,Size,Rent,Floor,RestaurantName,Type,Hospitals,HospType
Rockmill Heights,8063 23rd,Sinclair Rachev,(615) 904-5884,s.rachev@abc.com,2.3,76602,23,11,84,Store885,Mall885,5.5,6.2,9,1,1,2565,810,2,Cool Beans Playhouse ,Cafe,CHOCTAW GENERAL HOSPITAL,Geriatric
Goldmount Tower,7467 tooker,Fredric Pearson,(205) 813-4846,f.pearson@abc.com,3.2,77584,27,9,128,Store155,Mall155,2,10.9,10.9,1,1,3891,746,4,Tulip Caterer,FineDining,CHOCTAW GENERAL HOSPITAL,Psychiatric
Ironmeadow Apartment,2292 upperlevelt2,Phyllys Rankin,(513) 188-8047,p.rankin@abc.com,4.2,71959,30,11,103,Store719,Mall719,1.2,8.5,7.3,1,1,2637,1537,4,Dear Sub,Takeout,VIDANT DUPLIN  HOSPITAL,Trauma centre
Summerfield Residency,3156 mclean,Eugen Hurley,(815) 954-4417,e.hurley@abc.com,1.6,71934,9,11,80,Store116,Mall116,6.7,10.9,5.2,2,3,2246,731,4,Fuffi 2000,FineDining,CHOCTAW GENERAL HOSPITAL,Rehabilitation
Butterport Heights,3187 ontario,Terese Steinman,(938) 681-6554,t.steinman@abc.com,1.7,72441,25,3,96,Store382,Mall382,3.7,7.4,2.9,1,1,1862,1767,3,Smother Brothers,FineDining,CHOCTAW GENERAL HOSPITAL,Children's hospital
Cliffpond Tower,8185 130th,Art Berra,(601) 181-0073,a.berra@abc.com,4.9,77134,17,10,186,Store545,Mall545,4.9,5.2,2,2,3,3930,516,2,Franklin Square Senior Center,FineDining,CHOCTAW GENERAL HOSPITAL,Geriatric
Strongwolf Apartment,2031 winona,Had Sali,(915) 400-6797,h.sali@abc.com,4,75604,7,8,184,Store446,Mall446,3.9,2.9,6.8,1,1,2668,1984,3,Christian Faith Fellowship,Coffehouse,CHOCTAW GENERAL HOSPITAL,Psychiatric
Meadowbridge Residency,3385 kingston,Glory Breschi,(567) 840-0502,g.breschi@abc.com,4.8,74825,19,2,137,Store526,Mall526,7.7,1.5,3.1,2,3,1573,755,3,Basil Docs Crestmoor,Coffehouse,CHOCTAW GENERAL HOSPITAL,Trauma centre
Bluemont Heights,7169 williams,Billie Joshi,(231) 943-9408,b.joshi@abc.com,4.7,71585,11,3,72,Store103,Mall103,9.9,6.4,4.7,2,2,4189,1168,2,Gianas Deli & Catering,FineDining,CHOCTAW GENERAL HOSPITAL,Rehabilitation
Coastdell Tower,9841 eastman,Devin Devegvar,(270) 956-9325,d.devegvar@abc.com,5,76689,17,4,173,Store875,Mall875,8.8,3.4,3.4,2,2,1959,1354,4,Glaze,FineDining,CHOCTAW GENERAL HOSPITAL,Children's hospital
Valwynne Apartment,2320 corbett,Alexis Bullwinkel,(808) 753-7089,a.bullwinkel@abc.com,3.4,74922,8,10,134,Store611,Mall611,9.1,4.3,7.2,2,3,4198,422,3,Darcys Dogs & Shrimp Shack,Tavern,CHOCTAW GENERAL HOSPITAL,Geriatric
Southfog Residency,6306 lee,Ashien Silas,(830) 965-6005,a.silas@abc.com,3.3,72167,15,2,121,Store983,Mall983,4.3,3.3,9.2,2,3,2482,1304,2,Chuys,FineDining,CHOCTAW GENERAL HOSPITAL,Psychiatric
Oldrose Heights,9903 lsd irving park rd,Emmalyn Marchant,(915) 662-8993,e.marchant@abc.com,1.7,72512,10,10,75,Store935,Mall935,2.6,7.9,8.9,2,3,4144,790,4,Blue Bayou,Bar,CHOCTAW GENERAL HOSPITAL,Trauma centre
Merrowley Tower,3470 napoleon,Camila Hsieh,(239) 857-7376,c.hsieh@abc.com,4.9,74393,27,7,139,Store230,Mall230,5.8,9.3,9.3,2,2,2731,1622,3,Recovery Sports Grill Amsterdam,Bar,CHOCTAW GENERAL HOSPITAL,Rehabilitation
Freyford Apartment,9787 irving park,Felipa Cybulski,(414) 743-0388,f.cybulski@abc.com,5,71568,26,10,153,Store993,Mall993,7.7,8,4.1,1,1,2920,779,3,Coffee Beaner,Bar,WILSON MEDICAL CENTER,Children's hospital
Brightdragon Residency,6812 stephen a douglas,Iona Pieri,(641) 289-5718,i.pieri@abc.com,5,71328,14,6,146,Store35,Mall35,10.3,9.7,2.3,2,2,3620,300,4,Restaurant Depot,Hotel,CHOCTAW GENERAL HOSPITAL,Geriatric
Springhollow Heights,1333 oakwood,Homerus Zahedi,(262) 513-7218,h.zahedi@abc.com,1.4,75732,10,12,102,Store472,Mall472,3.4,4.9,5.1,2,2,3392,852,3,Udderly Delicious,Hotel,CHOCTAW GENERAL HOSPITAL,Psychiatric
Strongwald Tower,9910 waller,Inness Vasquez,(425) 679-3649,i.vasquez@abc.com,4.3,75076,22,4,167,Store782,Mall782,4.2,2.8,7.5,2,2,3426,1883,4,Childrens House,Icecream,CHOCTAW GENERAL HOSPITAL,Trauma centre
Freywald Apartment,7894 iowa,Gibbie Hardy,(940) 616-8016,g.hardy@abc.com,3.2,75383,12,1,93,Store797,Mall797,1.7,5.7,10.5,2,2,3073,1310,4,Ralphs Famous Italian Ices,Icecream,CHOCTAW GENERAL HOSPITAL,Rehabilitation
Cliffmoor Residency,1417 cullerton,Clayborn Fitzhugh,(316) 306-0957,c.fitzhugh@abc.com,2.9,76034,14,10,120,Store807,Mall807,3.3,7.9,3.4,1,1,2067,418,4,Ralphs Ices,Icecream,CHOCTAW GENERAL HOSPITAL,Children's hospital
Fayview Heights,1929 college,Maris Zahedi,(480) 741-4842,m.zahedi@abc.com,4,77158,23,1,92,Store793,Mall793,3.4,10.6,4.7,1,1,4445,1207,3,Allegany Mountain Resort,Resort,CHOCTAW GENERAL HOSPITAL,Geriatric
Highsilver Tower,6131 clifton,Madelaine Sacher,(765) 199-9538,m.sacher@abc.com,1.6,77719,27,6,63,Store853,Mall853,4.9,3.7,1.8,2,3,3030,615,2,Prince Umberto Ii,FineDining,CHOCTAW GENERAL HOSPITAL,Psychiatric
Norton Apartment,1208 mohawk,Otho Houng,(859) 296-5154,o.houng@abc.com,5,77008,30,11,169,Store896,Mall896,7.2,5,4,2,3,2308,1747,4,Hayloft Pub,Pub,CHOCTAW GENERAL HOSPITAL,Trauma centre
Lordale Residency,2149 lockwood,Jozef Nummi,(319) 814-8794,j.nummi@abc.com,3.9,74985,10,11,138,Store62,Mall62,3.2,1.5,3.1,2,2,3039,606,2,Homer Fire Dept Community Bldg,Cafeteria,CHOCTAW GENERAL HOSPITAL,Rehabilitation
Westflower Heights,3237 kilbourn,Clovis Levoff,(989) 443-5293,c.levoff@abc.com,2.1,76371,16,7,176,Store679,Mall679,1.9,3.8,4.4,2,2,3420,1689,4,Villa Vitale,Resort,CHOCTAW GENERAL HOSPITAL,Children's hospital
Deeplight Tower,9792 commons,Gisele Kelleher,(918) 849-4708,g.kelleher@abc.com,4,76330,20,12,74,Store126,Mall126,4.3,3.3,7,1,1,3498,633,4,Sandwich Works Cafe,Takeout,CHOCTAW GENERAL HOSPITAL,Geriatric
Goldhollow Apartment,2432 dante,Joel Aricanli,(513) 652-6765,j.aricanli@abc.com,2.3,74495,19,6,83,Store213,Mall213,10.3,1,3.2,2,2,2455,715,2,Iannellis,FineDining,CHOCTAW GENERAL HOSPITAL,Psychiatric
Redfay Residency,7899 137th,Ash Rybalov,(251) 864-4262,a.rybalov@abc.com,2,72936,12,8,90,Store335,Mall335,1.3,7.3,1.8,2,3,3635,523,2,Grand Royale Hotel,Hotel,CHOCTAW GENERAL HOSPITAL,Trauma centre
Shadowcrest Heights,9540 howland,Cazzie Corey,(938) 643-4437,c.corey@abc.com,4.8,74673,17,11,74,Store460,Mall460,3.8,3.4,4.7,1,1,4369,1070,4,Jcc Coffee Shop,Coffeehouse,CHOCTAW GENERAL HOSPITAL,Rehabilitation
Swynland Tower,9778 112th,Maegan Mc callum,(469) 409-3550,m.mc@abc.com,2.1,71176,18,12,178,Store137,Mall137,8.3,1.8,10.2,1,1,3123,1028,3,The Greenstone At Mels Bakery & Cafe Fse,Bakery,CHOCTAW GENERAL HOSPITAL,Children's hospital
Mallowlyn Apartment,3061 35th,Ellette Bruzik,(762) 709-5441,e.bruzik@abc.com,5,71693,28,11,185,Store401,Mall401,8.5,4.7,1.6,2,3,4068,641,4,Balmoral Home,Hotel,CHOCTAW GENERAL HOSPITAL,Geriatric
Shadowshore Residency,6788 randolph lower,Kalindi Orsher,(505) 393-8096,k.orsher@abc.com,1.8,71200,21,10,58,Store88,Mall88,7.1,10.2,3.8,1,1,2548,841,3,Canton Express Restaurant,Hotel,CHOCTAW GENERAL HOSPITAL,Psychiatric
Crystalwilde Heights,2905 humboldt,Cly Patrice,(912) 387-0640,c.patrice@abc.com,3.6,73099,30,12,59,Store512,Mall512,4.2,1.4,8.1,2,3,2523,659,4,Beggars Pizza,Pizzeria,CHOCTAW GENERAL HOSPITAL,Trauma centre
Mallowrose Tower,39 randolph lower,Rodd Scalia,(262) 689-7293,r.scalia@abc.com,4.3,75554,16,1,136,Store813,Mall813,2.3,3.9,8,1,1,2206,1919,2,Pandali Restaurant,Cafe,CHOCTAW GENERAL HOSPITAL,Rehabilitation
Eastspring Apartment,2300 st louis,Johny Venzor,(229) 981-5933,j.venzor@abc.com,3.7,77641,18,4,134,Store887,Mall887,6.5,8.2,7.7,2,3,2581,1582,3,Ponys Pub,Pub,CHOCTAW GENERAL HOSPITAL,Children's hospital
Rosenesse Residency,1722 ashland,Carlynne Zakarison,(304) 272-5475,c.zakarison@abc.com,5,72467,16,11,124,Store478,Mall478,10.8,8.1,4.6,1,1,3357,328,3,Joshuas Cafe,Cafe,CHOCTAW GENERAL HOSPITAL,Geriatric
Iceness Heights,9309 meade,Jessie Warman,(985) 677-2355,j.warman@abc.com,2.2,75979,11,12,104,Store204,Mall204,5.4,7.5,2.3,2,2,2073,1975,4,Mangiamo Pizza,Pizzeria,CHOCTAW GENERAL HOSPITAL,Psychiatric
Northbeach Tower,7561 ohio,Sissie Nummi,(305) 206-0292,s.nummi@abc.com,2.5,73385,16,6,92,Store191,Mall191,2.1,4.7,6.6,2,2,1544,800,2,Candlelight Tavern,Cafe,CAROLINAS HEALTHCARE SYSTEM STANLY,Trauma centre
Dracwynne Apartment,9257 102nd,Pierrette Helperin,(631) 415-1742,p.helperin@abc.com,2.3,71176,18,12,178,Store758,Mall758,4.5,2.5,10,1,1,1900,643,2,A & R Bakery,Bakery,FAIRVIEW LAKES MEDICAL CENTER,Rehabilitation
Merrimead Residency,7938 kiona,Fleming Ozkaynak,(509) 557-7292,f.ozkaynak@abc.com,1.3,72755,26,12,96,Store296,Mall296,3.1,6.2,5.3,2,3,3169,1851,3,Hotel Roosevelt,FineDining,ST LUKES HOSPITAL,Children's hospital
Southhollow Heights,500 43rd,Lorrie Zaccagnino,(938) 214-9245,l.zaccagnino@abc.com,1.2,77383,24,2,171,Store222,Mall222,7.1,10.3,2.1,2,2,2991,759,3,Grammies Place,Takeout,DOUGLAS COUNTY HOSPITAL,Geriatric
Esterway Tower,7368 clybourn,Leigh Ilan,(484) 722-5984,l.ilan@abc.com,4.6,77279,5,1,112,Store123,Mall123,10.2,5,4.7,1,1,3286,1840,2,Kikkos Koffee House,Coffehouse,LAKE REGION HEALTHCARE CORPORATION,Psychiatric
Greymist Apartment,468 la salle dr,Rodrigo Mohanty,(207) 442-5007,r.mohanty@abc.com,1.4,74221,15,1,58,Store823,Mall823,5.9,2.4,3.3,2,3,3606,1150,2,Staybridge Suites Dia,Hotel,ST LUKES HOSPITAL,Trauma centre
Roselea Residency,9668 hamlin,Nevins Briggs-hale,(520) 812-5765,n.briggs-hale@abc.com,4.3,75973,21,9,182,Store39,Mall39,10.8,4.1,7.2,2,3,3405,1628,4,Groovy Granola,Hotel,UNITED HOSPITAL,Rehabilitation
Wildemead Heights,848 parnell,Murdoch Harmeling,(636) 940-2041,m.harmeling@abc.com,3.6,77291,23,3,173,Store340,Mall340,8.5,3.3,10.3,1,1,3518,1538,4,Watkins Glen State Park Lower Gorge Snack,Cafe,FAIRVIEW LAKES MEDICAL CENTER,Children's hospital
Erifort Tower,483 kennedy adams st,Teddie De gunst,(251) 219-9312,t.de@abc.com,1,76721,21,4,106,Store861,Mall861,3.3,7.1,5.2,2,3,1613,1125,4,Cool Beans Playhouse ,Cafe,SANFORD WORTHINGTON MEDICAL CENTER,Geriatric
Highmount Apartment,3003 midway airport lower,Ruttger Frenkel,(828) 669-4267,r.frenkel@abc.com,3.8,77918,12,6,145,Store47,Mall47,1.4,10.9,10.4,1,1,2743,782,3,Tulip Caterer,FineDining,ST CLOUD HOSPITAL,Psychiatric
Glassmarsh Residency,2091 isham,Paulina Dussault,(513) 176-0509,p.dussault@abc.com,3.3,73817,23,4,118,Store468,Mall468,10.3,5.5,8,1,1,2553,314,2,Dear Sub,Takeout,UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS,Trauma centre
Glasslight Heights,8451 kennedy division st,Arvin Hasselblatt,(918) 710-3929,a.hasselblatt@abc.com,2.6,72794,14,12,189,Store956,Mall956,1.1,10.6,3.3,1,1,3365,897,3,Fuffi 2000,FineDining,ST LUKES HOSPITAL,Rehabilitation
Ashshore Tower,2283 asher,Cissy Patrice,(231) 911-6257,c.patrice@abc.com,5,73976,9,9,140,Store468,Mall468,1,8.5,1.3,2,3,3279,1325,2,Smother Brothers,FineDining,UNITED HOSPITAL,Children's hospital
Glassholt Apartment,7432 52nd,Heindrick Tollestrup,(912) 450-7197,h.tollestrup@abc.com,1.3,78142,9,6,70,Store339,Mall339,4.7,3.8,10.9,1,1,3253,1485,2,Franklin Square Senior Center,FineDining,UNITED HOSPITAL,Geriatric
Summerwater Residency,4719 parkside,Jim Kaufman,(540) 614-4451,j.kaufman@abc.com,2.8,71472,25,6,151,Store906,Mall906,8.5,1.7,1.7,1,1,4238,1277,4,Christian Faith Fellowship,Coffehouse,MAYO CLINIC HEALTH SYSTEM - ALBERT LEA,Psychiatric
Buttercoast Heights,2107 kennedy north av,Valentine Lacount,(727) 778-3772,v.lacount@abc.com,1.4,77541,20,5,105,Store681,Mall681,7.7,10.4,1.8,2,2,3133,800,4,Basil Docs Crestmoor,Coffehouse,ST CLOUD HOSPITAL,Trauma centre
Brookden Tower,3751 briar,Courtney Lacount,(980) 512-3887,c.lacount@abc.com,4.3,74069,29,3,167,Store521,Mall521,7.6,1.7,4.8,2,2,2388,1900,3,Gianas Deli & Catering,FineDining,DOUGLAS COUNTY HOSPITAL,Rehabilitation
Belwald Apartment,5001 loyola,Brinna Zangwill,(616) 572-8120,b.zangwill@abc.com,2.8,77885,29,5,110,Store243,Mall243,4.8,1.1,9,2,2,1572,921,3,Glaze,FineDining,ST CLOUD HOSPITAL,Children's hospital
Janlea Residency,4419 grove,Hieronymus Riegler,(918) 159-8550,h.riegler@abc.com,1.2,71783,29,10,63,Store843,Mall843,1.8,4,7.9,2,2,2620,546,2,Darcys Dogs & Shrimp Shack,Tavern,FAIRVIEW LAKES MEDICAL CENTER,Geriatric
Grasslake Heights,681 grady,Darice Stroud,(337) 939-3404,d.stroud@abc.com,2.2,72826,11,2,181,Store10,Mall10,5.3,8.2,7.1,2,2,2725,1026,2,Chuys,FineDining,ST LUKES HOSPITAL,Psychiatric
Bykeep Tower,9577 promontory,Lois Tabor,(814) 824-7770,l.tabor@abc.com,3.4,75613,16,2,113,Store374,Mall374,3.9,7.3,4.6,1,1,2364,1787,2,Blue Bayou,Bar,WINONA HEALTH SERVICES,Trauma centre
Springbarrow Apartment,2245 edens peterson av,Maris Zahedi,(480) 741-4842,m.zahedi@abc.com,2,76762,30,11,91,Store779,Mall779,2.8,7.7,1.3,2,2,4353,1704,4,Recovery Sports Grill Amsterdam,Bar,DOUGLAS COUNTY HOSPITAL,Rehabilitation
Glassmist Residency,7201 leader,Riva Strehlow,(228) 354-4090,r.strehlow@abc.com,2.1,75938,29,2,186,Store653,Mall653,9.7,4.1,5.1,2,2,2338,1959,4,Coffee Beaner,Bar,MAYO CLINIC HEALTH SYSTEM - ALBERT LEA,Children's hospital
Dellland Heights,990 dan ryan roosevelt rd,Cyril Sprecher,(931) 992-2207,c.sprecher@abc.com,4.8,73065,24,11,76,Store662,Mall662,10.3,1.2,3.8,2,2,1773,1832,2,Restaurant Depot,Hotel,ST LUKES HOSPITAL,Geriatric
Fairfalcon Tower,2736 cambridge,Jacquelynn Farrow,(262) 402-3928,j.farrow@abc.com,5,72295,19,4,172,Store426,Mall426,2,6,2,2,2,2067,553,3,Udderly Delicious,Hotel,FAIRVIEW LAKES MEDICAL CENTER,Psychiatric
Greyhurst Apartment,8500 packers,Austin Valencik,(937) 850-7474,a.valencik@abc.com,3,71933,6,6,61,Store455,Mall455,5.3,3.4,9.4,1,1,3320,1242,2,Childrens House,Icecream,UNITED HOSPITAL,Trauma centre
Westfay Residency,9124 leclaire,Donny Tilton,(224) 269-2525,d.tilton@abc.com,3.2,77260,21,5,134,Store688,Mall688,1.3,2.6,10,1,1,3937,1306,2,Ralphs Famous Italian Ices,Icecream,LAKEVIEW MEMORIAL HOSPITAL,Rehabilitation
Byglass Heights,7056 beaubien,Lona Foreman-fowler,(636) 208-3612,l.foreman-fowler@abc.com,4.2,75383,12,1,93,Store572,Mall572,7.2,9.8,1.8,2,2,4436,1445,3,Ralphs Ices,Icecream,UNITED HOSPITAL,Children's hospital
Valhollow Tower,7219 emmett,Edmund Guida,(747) 141-4838,e.guida@abc.com,2,71585,11,3,72,Store998,Mall998,2.2,10.4,5.2,2,2,3073,355,2,Allegany Mountain Resort,Resort,DOUGLAS COUNTY HOSPITAL,Geriatric
Hedgecliff Apartment,3601 thompson,Hieronymus Riegler,(918) 159-8550,h.riegler@abc.com,1.8,77745,9,5,101,Store11,Mall11,9.1,1.4,1.2,2,2,2879,1007,4,Prince Umberto Ii,FineDining,SANFORD WORTHINGTON MEDICAL CENTER,Psychiatric
Redash Residency,4212 bensley,Prent Malone,(641) 836-8613,p.malone@abc.com,3.5,77738,23,10,133,Store408,Mall408,2.1,5.8,8,2,3,3307,1025,4,Hayloft Pub,Pub,MAYO CLINIC HEALTH SYSTEM - ALBERT LEA,Trauma centre
Coldfog Heights,8377 wood,Quinn Kilson,(757) 711-4855,q.kilson@abc.com,1.4,73749,8,2,88,Store452,Mall452,1.6,1.5,2.5,2,2,2664,1833,4,Homer Fire Dept Community Bldg,Cafeteria,UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS,Rehabilitation
Highholt Tower,9643 douglas,Nadine Higbee,(586) 532-6655,n.higbee@abc.com,2.5,74235,13,6,103,Store419,Mall419,5.6,7,9.2,1,1,3286,1201,2,Villa Vitale,Resort,WINONA HEALTH SERVICES,Children's hospital
Edgeburn Apartment,4230 hollett,Wilden Kaye,(678) 646-8172,w.kaye@abc.com,3.3,75892,22,6,182,Store316,Mall316,7.4,2.5,3,2,2,4396,1764,3,Sandwich Works Cafe,Takeout,DOUGLAS COUNTY HOSPITAL,Geriatric
Woodmaple Residency,3466 lsd wacker dr nb,Joannes Darosa,(856) 757-5095,j.darosa@abc.com,5,75356,8,7,187,Store454,Mall454,3.3,9.8,1.8,2,2,4371,386,4,Iannellis,FineDining,MAYO CLINIC HEALTH SYSTEM - ALBERT LEA,Psychiatric
Witchmoor Heights,6612 chicago skyway indianapolis av,Sascha Mas-colell,(308) 113-8467,s.mas-colell@abc.com,5,74925,23,6,132,Store652,Mall652,4.8,2.1,5.2,1,1,1508,1017,4,Grand Royale Hotel,Hotel,ST CLOUD HOSPITAL,Trauma centre
Mallowmont Tower,3116 julian,Edwin Ahmed,(225) 930-7756,e.ahmed@abc.com,1.5,74649,7,5,147,Store387,Mall387,2.7,1.5,8,2,2,4378,376,3,Jcc Coffee Shop,Coffeehouse,UNITED HOSPITAL,Rehabilitation
Starryham Apartment,2459 poe,Hiram Price,(502) 137-4807,h.price@abc.com,2.3,76834,23,8,87,Store717,Mall717,8.4,5.1,3.2,2,2,2497,1276,2,The Greenstone At Mels Bakery & Cafe Fse,Bakery,ST LUKES HOSPITAL,Children's hospital
Fairpond Residency,6050 komensky,Donica Luera,(989) 479-7020,d.luera@abc.com,4.9,72816,22,11,70,Store319,Mall319,6,7.1,4.9,2,2,2792,392,3,Balmoral Home,Hotel,UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS,Geriatric
Brooklake Heights,3579 bross,Taddeo Ducey,(910) 783-4154,t.ducey@abc.com,3.6,76217,28,2,119,Store238,Mall238,7,3.7,2.7,2,3,3419,625,3,Canton Express Restaurant,Hotel,OWATONNA HOSPITAL,Psychiatric
Highmaple Tower,349 field,Vickie Chadbourne,(339) 444-0717,v.chadbourne@abc.com,4.8,73094,22,10,168,Store491,Mall491,1.7,4.8,8.6,1,1,1749,778,4,Beggars Pizza,Pizzeria,SANFORD WORTHINGTON MEDICAL CENTER,Trauma centre
Blackland Apartment,4370 waveland,Sherrie Frost,(339) 906-7501,s.frost@abc.com,1.3,72501,13,6,101,Store173,Mall173,5.8,2.4,6.7,2,2,3916,1076,4,Pandali Restaurant,Cafe,LAKE REGION HEALTHCARE CORPORATION,Rehabilitation
Irondell Residency,7090 stevenson ib lsd sb,Mackenzie Klumpar,(337) 761-1602,m.klumpar@abc.com,5,75603,18,11,98,Store714,Mall714,1.9,8.2,6.4,2,2,1882,706,3,Ponys Pub,Pub,WINONA HEALTH SERVICES,Children's hospital
Marblebush Heights,7512 norwood,Onofredo Roveri,(980) 234-3782,o.roveri@abc.com,4.2,75838,29,11,96,Store914,Mall914,7.4,7,1.3,2,3,3036,1277,2,Joshuas Cafe,Cafe,LAKEVIEW MEMORIAL HOSPITAL,Geriatric
Deepborough Tower,706 south chicago,Linus Kohler,(928) 403-2687,l.kohler@abc.com,1.2,76377,14,7,170,Store325,Mall325,3.1,6.3,5.1,2,3,3751,608,4,Mangiamo Pizza,Pizzeria,UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS,Psychiatric
Wildeash Apartment,5933 pleasant,Horst Bills,(201) 999-2981,h.bills@abc.com,5,73385,16,6,92,Store473,Mall473,8.3,1.4,1.2,1,1,1861,1839,2,Candlelight Tavern,Cafe,LAKE REGION HEALTHCARE CORPORATION,Trauma centre
Maplewynne Residency,4184 london,Onofredo Roveri,(980) 234-3782,o.roveri@abc.com,5,72340,27,6,142,Store412,Mall412,4.3,5.2,7.1,2,3,3282,1040,4,A & R Bakery,Bakery,WINONA HEALTH SERVICES,Rehabilitation
Southfalcon Heights,3497 hamilton,Fiona Shubert,(331) 997-3804,f.shubert@abc.com,3.3,72719,20,9,186,Store372,Mall372,9,1.1,3.2,2,3,2840,1489,4,Hotel Roosevelt,FineDining,DOUGLAS COUNTY HOSPITAL,Children's hospital
Spellcoast Tower,731 congress plaza,Sherrie Sniffen,(616) 581-4187,s.sniffen@abc.com,3.7,73370,29,10,64,Store682,Mall682,3.9,7,8,2,3,4390,727,2,Grammies Place,Takeout,DOUGLAS COUNTY HOSPITAL,Geriatric
Maplebeach Apartment,8104 eisenhower homan av,Betteann Karnovsky,(575) 619-0711,b.karnovsky@abc.com,2,72735,10,9,125,Store489,Mall489,3.2,3.9,4.7,2,2,3131,670,3,Kikkos Koffee House,Coffehouse,UNITED HOSPITAL,Psychiatric
Esterwynne Residency,2994 forrestville,Cazzie Corey,(938) 643-4437,c.corey@abc.com,4.4,71672,29,4,183,Store837,Mall837,4,8.2,8.5,2,2,3337,342,3,Staybridge Suites Dia,Hotel,SANFORD WORTHINGTON MEDICAL CENTER,Trauma centre
Ironville Heights,8061 dan ryan ob stevenson ob,Evangelina Rieffel,(304) 457-4060,e.rieffel@abc.com,2.3,72167,15,2,121,Store911,Mall911,1.2,4.1,3.9,2,3,2769,1639,4,Groovy Granola,Hotel,MAYO CLINIC HEALTH SYSTEM - ALBERT LEA,Rehabilitation
Greymeadow Tower,7417 west water,Willi Hotchkiss,(224) 966-4864,w.hotchkiss@abc.com,4.8,75175,18,9,105,Store139,Mall139,7.1,8.4,3.3,1,1,2203,1737,4,Watkins Glen State Park Lower Gorge Snack,Cafe,MAYO CLINIC HEALTH SYSTEM - ALBERT LEA,Children's hospital
Blueglass Apartment,4092 kennedy division st,Maegan Mc callum,(469) 409-3550,m.mc@abc.com,5,74557,8,7,127,Store392,Mall392,8.7,3.2,3.7,2,3,3339,1479,4,Cool Beans Playhouse ,Cafe,FAIRVIEW LAKES MEDICAL CENTER,Geriatric
Dragonhollow Residency,1953 blackstone,Hans Runge,(925) 884-7787,h.runge@abc.com,1.6,76747,10,1,173,Store31,Mall31,7,3.4,1.7,2,3,4207,438,3,Tulip Caterer,FineDining,UNITED HOSPITAL,Psychiatric
Applebarrow Heights,8581 bay,Frederico Freling,(812) 770-9873,f.freling@abc.com,4.5,72687,5,1,146,Store643,Mall643,4.2,3.6,7.6,2,3,1597,1005,3,Dear Sub,Takeout,PARK NICOLLET METHODIST HOSPITAL,Trauma centre
Linden Tower,239 midway airport,Wyatt De avignon,(515) 889-4715,w.de@abc.com,4.4,77301,20,7,175,Store242,Mall242,5,1.9,8,2,3,4246,1530,4,Fuffi 2000,FineDining,SANFORD WORTHINGTON MEDICAL CENTER,Rehabilitation
Whitecliff Apartment,367 clybourn,Towny Wolfe,(331) 477-1007,t.wolfe@abc.com,5,75671,24,12,146,Store141,Mall141,10.6,7.4,7,1,1,3823,1302,2,Smother Brothers,FineDining,ST LUKES HOSPITAL,Children's hospital
Valburn Residency,5967 haft,Damian Sauchuk,(717) 464-6044,d.sauchuk@abc.com,4.8,73377,9,11,152,Store150,Mall150,7.9,8.8,4.8,2,3,1828,347,2,Franklin Square Senior Center,FineDining,SANFORD WORTHINGTON MEDICAL CENTER,Geriatric
Courtville Heights,8602 balbo,Colet Callas,(847) 512-5694,c.callas@abc.com,5,71487,14,3,73,Store760,Mall760,10.7,6.2,4.6,2,2,2927,316,4,Christian Faith Fellowship,Coffehouse,DOUGLAS COUNTY HOSPITAL,Psychiatric
Crystalland Tower,2823 elk grove,Ludovika Laurent,(318) 234-1339,l.laurent@abc.com,5,71667,18,10,99,Store783,Mall783,2.9,4.9,10.1,2,3,3580,1290,2,Basil Docs Crestmoor,Coffehouse,WINONA HEALTH SERVICES,Trauma centre
Lochbay Apartment,3111 palatine,Lennie Cantalupa,(906) 514-8457,l.cantalupa@abc.com,2.6,73956,5,11,167,Store826,Mall826,9.1,4.2,7.9,2,3,3604,1152,3,Gianas Deli & Catering,FineDining,ST LUKES HOSPITAL,Rehabilitation
Maplelyn Residency,7291 kimbark,Carlynne Zakarison,(304) 272-5475,c.zakarison@abc.com,2.1,76998,6,2,127,Store143,Mall143,5,10.6,11,2,2,3798,1482,2,Glaze,FineDining,UNITED HOSPITAL,Children's hospital
Janbank Heights,9935 odell,Laraine Fitzmaurice,(920) 654-1628,l.fitzmaurice@abc.com,1.8,72597,15,11,169,Store123,Mall123,5.4,7.6,2.7,2,3,2872,1389,4,Darcys Dogs & Shrimp Shack,Tavern,UNITED HOSPITAL,Geriatric
Pineburn Tower,1472 givins,Smith Millikan,(262) 510-0865,s.millikan@abc.com,1.1,73481,28,7,155,Store503,Mall503,7.8,10.9,9.3,1,1,2314,660,2,Chuys,FineDining,LAKEVIEW MEMORIAL HOSPITAL,Psychiatric
Lighthaven Apartment,955 100th,Guilbert Landreth,(901) 152-7925,g.landreth@abc.com,2.7,72188,10,11,95,Store482,Mall482,8.7,2.3,6,1,1,1952,318,2,Blue Bayou,Bar,MAYO CLINIC HEALTH SYSTEM - ALBERT LEA,Trauma centre
